	accuracy	average_RT	average_water_time	OD	LH	ITI	ISI	condition
23	1.0	2.3200000127156577	2.4308333694934845			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
24	1.0	2.2900800132751464	2.4377600383758544			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
25	1.0	2.2828846252881565	2.429115423789391			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
26	1.0	2.3704444567362466	2.4330000347561307			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
27	1.0	2.3891428709030151	2.4401786071913585			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
28	1.0	2.4065517392651787	2.448931069209658			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
29	1.0	2.3720666805903119	2.4394000371297202			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
30	1.0	2.4021290425331361	2.4411613249009654			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
31	1.0	2.3965625092387199	2.446531280875206			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
32	1.0	2.3925151608207007	2.4482727556517632			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
33	1.0	2.3645588299807381	2.4487059116363525			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
34	1.0	2.378828580038888	2.4482571738106862			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
35	1.0	2.3269444571601019	2.4428333640098572			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
36	1.0	2.3544594726047001	2.4471621899991423			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
37	1.0	2.3467894855298495	2.4457631864045797			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
38	1.0	2.3256410390902786	2.4462307966672459			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
39	1.0	2.3794000089168548	2.4506750285625456			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
40	1.0	2.3584878153917268	2.4453658825013695			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
41	1.0	2.3416666757492792	2.4470000267028809			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
42	1.0	2.3293488469234731	2.450186069621596			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
43	1.0	2.3217045556415212	2.4520909298549998			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
44	1.0	2.3293111218346492	2.4530222415924072			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
45	1.0	2.3121956638667895	2.4558478438335918			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
46	1.0	2.3077446957851979	2.4555957621716438			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
47	1.0	2.3036875128746033	2.4582708527644477			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
48	1.0	2.3116530739531225	2.4614490003001932			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
49	1.0	2.2982600116729737	2.4560800170898438			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
50	1.0	2.3107255019393622	2.4715490387935266			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
51	1.0	2.2967115457241354	2.4739038669146023			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
52	1.0	2.273962272787994	2.4682264372987568			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
53	1.0	2.2619074141537703	2.4681296525178134			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
54	1.0	2.2422727368094706	2.4700545657764783			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
55	1.0	2.2380000097411021	2.4645714461803436			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
56	1.0	2.2804386071991503	2.4631403705529999			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
57	1.0	2.2656379403739142	2.462637950634134			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
58	1.0	2.2325084856000998	2.456033916796668			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
59	1.0	2.277916677792867	2.4558166861534119			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
60	1.0	2.2766885366596159	2.4574262470495505			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
61	1.0	2.3186290456402685	2.4525161443218106			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
62	1.0	2.2977301695990184	2.4479206516629173			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
63	1.0	2.2712031342089176	2.4477031417191029			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
